# (c) Die Bundeswahlleiterin (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2025
# Bundestagswahl 2025, Zweitstimmen nach Gemeinden (Wahlbezirksstatistik, gemeinsam ausgezählte Briefwahl anteilig verteilt, geschätzt)
Gemeindeschlüssel;Gemeinde;Wahlberechtigte;Wählende;Gültige · Zweitstimmen;CDU · Zweitstimmen;CSU · Zweitstimmen;SPD · Zweitstimmen;AfD · Zweitstimmen;GRÜNE · Zweitstimmen;FDP · Zweitstimmen;Die Linke · Zweitstimmen;BSW · Zweitstimmen;FREIE WÄHLER · Zweitstimmen;Übrige · Zweitstimmen;Briefwahl;Auszählungseinheit;Enthält
03255001;Arholzen;295;250,2;249;70,6;0;76,3;48;20,5;6,2;14;7,8;2,4;3,2;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255002;Bevern, Flecken;3048;2532;2514;632,9;0;592,7;596;221,6;139,5;147,1;96,5;26,2;61,5;anteilig geschätzt;SG Bevern;
03255003;Bodenwerder, Münchhausenstadt;4189;3310,6;3284;870,7;0;872,7;723,6;228,8;135,9;215,4;130,9;24,5;81,5;anteilig geschätzt;SG Bodenwerder-Polle;
03255004;Boffzen;1988;1605,2;1597,4;409,5;0;470,6;280,8;135,5;69,9;110,2;67,8;11,5;41,6;anteilig geschätzt;SG Boffzen;
03255005;Brevörde;487;427,1;425,8;120,8;0;96,2;110,7;31,8;22,3;22,4;12,6;1,5;7,5;anteilig geschätzt;SG Bodenwerder-Polle;
03255007;Deensen;1130;972,6;965,4;258,4;0;225,8;256,2;66,8;49,5;47,7;30,1;8,5;22,4;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255008;Delligsen, Flecken;6209;5162;5128;1276;0;1603;1003;412;161;327;146;49;151;eigene Auszählung;;
03255009;Derental;488;430,1;428,9;103;0;130,8;76,3;42,3;24;22;16,9;5,8;7,8;anteilig geschätzt;SG Boffzen;
03255010;Dielmissen;608;516,4;508,7;134,6;0;120,6;152;30;26,5;17;13,1;3,4;11,5;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255012;Eimen;712;613,1;609,3;181,1;0;174;129,3;37,7;27,5;27,9;16;2,5;13,3;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255013;Eschershausen, Stadt;2627;2096,3;2066,3;510,3;0;496,2;573,9;127,1;99,8;104,7;78;9,8;66,5;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255014;Fürstenberg;838;653,9;650,5;181,5;0;180,7;131;48,2;19,5;36,4;32,3;4,5;16,4;anteilig geschätzt;SG Boffzen;
03255015;Golmbach;740;661,4;657,5;133,4;0;203,8;135,7;46,9;55,5;33,9;22;4,5;21,8;anteilig geschätzt;SG Bevern;
03255016;Halle;1226;1060,1;1054,8;318,7;0;258,9;239,5;89,5;33,4;53,6;35,8;11,4;14;anteilig geschätzt;SG Bodenwerder-Polle;
03255017;Hehlen;1400;1188,6;1184,2;296;0;350,9;254,3;87,7;52,3;66;32,8;11,6;32,6;anteilig geschätzt;SG Bodenwerder-Polle;
03255018;Heinade;679;582,1;578,3;156,1;0;154;132,3;40,7;32,5;26,9;19;4,5;12,3;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255019;Heinsen;600;499,7;498,2;151,7;0;130,6;119;33,7;11,2;28,3;13,8;4;5,9;anteilig geschätzt;SG Bodenwerder-Polle;
03255020;Heyen;341;292,9;290,5;111,7;0;75,8;47,8;22,6;7;15,5;4,4;0,7;5;anteilig geschätzt;SG Bodenwerder-Polle;
03255021;Holenberg;325;282;277,6;75,3;0;85;44,8;33,2;7,4;17,6;6,6;3,3;4,4;anteilig geschätzt;SG Bevern;
03255022;Holzen;440;385,5;381,1;100,3;0;103,8;81,9;33,1;22;22,7;10,1;1,9;5,3;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255023;Holzminden, Stadt;14250;11132;11066;2820;0;2521;2438;1145;478;827;505;51;281;eigene Auszählung;;
03255025;Kirchbrak;784;662,6;659,5;183,7;0;177,3;143,2;48,8;22;42,4;19,2;7,1;15,8;anteilig geschätzt;SG Bodenwerder-Polle;
03255026;Lauenförde, Flecken;1776;1451,9;1442,2;382;0;411,9;281,9;109;70,6;84,4;59,1;5,2;38,1;anteilig geschätzt;SG Boffzen;
03255027;Lenne;524;439,7;435,3;128,7;0;114,2;99,1;29,6;26,1;13,9;12,4;0,7;10,6;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255028;Lüerdissen;319;274,7;272,3;77,7;0;68,2;65,1;10,6;12,1;14,9;10,4;2,7;10,6;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255030;Negenborn;547;484,6;480,9;124,4;0;117,4;112,6;37,3;26,6;32,4;13,9;2,9;13,4;anteilig geschätzt;SG Bevern;
03255031;Ottenstein, Flecken;901;787,8;782,9;241,3;0;180,4;150,2;72;46,1;46,6;20;7,6;18,7;anteilig geschätzt;SG Bodenwerder-Polle;
03255032;Pegestorf;322;269,5;267,2;75,8;0;61,3;49,7;30,2;15;18,1;9,3;1,5;6,3;anteilig geschätzt;SG Bodenwerder-Polle;
03255033;Polle, Flecken;954;739,5;735,6;209;0;194;156,1;57,5;24,3;37,9;23,3;6,7;26,8;anteilig geschätzt;SG Bodenwerder-Polle;
03255034;Stadtoldendorf, Stadt;3873;3088,7;3045,3;794;0;640,5;885,2;161,6;140;173,9;159,5;17,5;73,1;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03255035;Vahlbruch;313;255,7;255,4;74,7;0;64;49,8;31,4;5,5;14,8;9,9;1,6;3,7;anteilig geschätzt;SG Bodenwerder-Polle;
03255036;Wangelnstedt;465;410,6;406,1;138,3;0;81,2;80,9;35,3;30,8;18,4;9,7;2;9,5;anteilig geschätzt;SG Eschershausen-Stadtoldendorf;
03256001;Balge;1380;1216,5;1209,9;344,2;0;352,5;188;115,3;37,6;85,2;29,9;25,6;31,6;anteilig geschätzt;SG Weser-Aue;
03256002;Binnen;833;749,3;744,8;222,4;0;166,1;115,9;100,5;30,4;35,7;30,3;21,3;22,2;anteilig geschätzt;SG Weser-Aue;
03256003;Bücken, Flecken;1709;1479,3;1473,6;433,4;0;323,8;256,5;183,7;66,7;100,9;33,2;29,9;45,5;anteilig geschätzt;SG Grafschaft Hoya;
03256004;Diepenau, Flecken;3134;2692;2682,3;986;0;512,3;547,5;193,6;111,6;127,5;76,1;56,4;71,3;anteilig geschätzt;SG Uchte;
03256005;Drakenburg, Flecken;1448;1241,7;1237,4;358;0;315,6;280,9;100,9;32,6;86,6;31,6;9,7;21,5;anteilig geschätzt;SG Heemsen;
03256006;Estorf;1330;1137;1132,6;296,7;0;298,4;231,4;104,3;42,5;76;44,2;9,2;29,9;anteilig geschätzt;SG Mittelweser;
03256007;Eystrup;2756;2280,4;2266,4;538,2;0;483,9;581,3;214;71,4;178,5;103,2;34;61,9;anteilig geschätzt;SG Grafschaft Hoya;
03256008;Gandesbergen;408;361,5;360,3;92,2;0;105,2;59,5;32,2;11,9;25;15,1;7,3;11,9;anteilig geschätzt;SG Grafschaft Hoya;
03256009;Hämelhausen;428;351,5;350,3;113,6;0;85,1;62,7;22,1;14,1;25,4;7,2;13;7,1;anteilig geschätzt;SG Grafschaft Hoya;
03256010;Hassel (Weser);1423;1213,8;1206,3;309;0;243;271,9;123,7;48,6;91,6;55;17;46,5;anteilig geschätzt;SG Grafschaft Hoya;
03256011;Haßbergen;1302;1074,2;1071;238,9;0;227,8;323,8;83,9;34,9;72;43,8;22,2;23,7;anteilig geschätzt;SG Heemsen;
03256012;Heemsen;1417;1238,1;1232,8;348,5;0;274,6;331,9;70,9;52,9;58,2;47;18;30,8;anteilig geschätzt;SG Heemsen;
03256013;Hilgermissen;1686;1457;1453,3;405,9;0;326,6;252,2;174,7;68,8;113,1;33,3;38,4;40,3;anteilig geschätzt;SG Grafschaft Hoya;
03256014;Hoya, Stadt;2990;2395,1;2383,9;593,1;0;615,5;486,2;228,3;98,3;196,5;79,2;20,9;65,9;anteilig geschätzt;SG Grafschaft Hoya;
03256015;Hoyerhagen;798;674,3;670;172,6;0;174,3;135,3;82,3;18,8;42,8;18;12,2;13,7;anteilig geschätzt;SG Grafschaft Hoya;
03256016;Husum;1871;1630,2;1623,3;484,1;0;342,2;372;147,7;67,8;74,9;60,6;31,5;42,5;anteilig geschätzt;SG Mittelweser;
03256017;Landesbergen;2141;1759,4;1753,4;529,5;0;451,6;312;141,2;79,5;103,3;70,7;25,4;40,2;anteilig geschätzt;SG Mittelweser;
03256018;Leese;1239;1015,9;1013,4;289,1;0;318,4;192,4;62,2;31,1;51;32,2;9,6;27,4;anteilig geschätzt;SG Mittelweser;
03256019;Liebenau, Flecken;2585;2043,6;2034,5;589,9;0;437,6;473,3;173,6;79;133,5;77,4;20,5;49,7;anteilig geschätzt;SG Weser-Aue;
03256020;Linsburg;816;659,3;656,3;202,1;0;130,8;142,9;79,2;24,8;38,1;14,6;12,9;10,9;anteilig geschätzt;SG Steimbke;
03256021;Marklohe;3722;3216,4;3204,5;968,3;0;860;518,3;350,5;109,7;185,2;86,8;40,4;85,3;anteilig geschätzt;SG Weser-Aue;
03256022;Nienburg (Weser), Stadt;22912;17748;17615;4225;0;4237;4078;1637;648;1384;803;121;482;eigene Auszählung;;
03256023;Pennigsehl;957;840,2;835,8;270;0;219,6;159,1;66,7;30,5;39,8;19,4;10,3;20,4;anteilig geschätzt;SG Weser-Aue;
03256024;Raddestorf;1507;1307,7;1302,1;513,7;0;257,8;204,2;94,5;49,6;50,2;34,4;58,5;39,2;anteilig geschätzt;SG Uchte;
03256025;Rehburg-Loccum, Stadt;7917;6412;6379;1736;0;1627;1380;531;228;404;227;84;162;eigene Auszählung;;
03256026;Rodewald;2020;1701,8;1697,8;524,5;0;388,9;357,3;145,5;59,9;100,2;46,3;30,4;44,8;anteilig geschätzt;SG Steimbke;
03256027;Rohrsen;838;698,9;695,8;185,6;0;118;202,4;53,2;28,5;47,2;26,6;8,1;26,2;anteilig geschätzt;SG Heemsen;
03256028;Schweringen;676;604,4;604,1;164,2;0;164,5;109;59,8;16,9;43;21,1;14,8;10,8;anteilig geschätzt;SG Grafschaft Hoya;
03256029;Steimbke;1931;1652,6;1652,6;492,9;0;349,1;369,4;137,8;56,6;85,9;66,8;43,8;50,3;anteilig geschätzt;SG Steimbke;
03256030;Steyerberg, Flecken;4048;3409;3397;1018;0;821;571;342;127;260;122;44;92;eigene Auszählung;;
03256031;Stöckse;1045;918,3;914,3;303,4;0;195,2;164,3;98,4;43,7;40,8;33,3;14,9;20,3;anteilig geschätzt;SG Steimbke;
03256032;Stolzenau;5379;4211,4;4180,3;1133,6;0;862,5;1131,2;303,6;141;255,8;177,3;81,2;94,1;anteilig geschätzt;SG Mittelweser;
03256033;Uchte, Flecken;3586;2880,5;2862,9;933,9;0;644,4;546,4;199,8;112,2;160,1;83,8;107,2;75,1;anteilig geschätzt;SG Uchte;
03256034;Warmsen;2646;2288,8;2275,7;846,5;0;458,5;403;197,1;74,6;101,1;69,7;63,9;61,3;anteilig geschätzt;SG Uchte;
03256035;Warpe;587;498,9;498,7;131,6;0;112,2;54,5;82,2;25,5;42,1;15,6;19,6;15,4;anteilig geschätzt;SG Grafschaft Hoya;
03256036;Wietzen;1628;1404,1;1396,5;427,2;0;265,2;280,3;151,4;47,9;97,7;44,2;49,8;32,8;anteilig geschätzt;SG Weser-Aue;
03257001;Ahnsen;853;702,6;697,8;176,5;0;160,1;158,2;66,2;24,8;61,6;22,8;7,7;19,9;anteilig geschätzt;SG Eilsen;
03257002;Apelern;1929;1681,8;1672,9;461,6;0;426,5;347,6;167,9;69,9;92,3;48,5;12,9;45,7;anteilig geschätzt;SG Rodenberg;
03257003;Auetal;4938;4259;4235;1105;0;957;1139;347;141;216;137;43;150;eigene Auszählung;;
03257004;Auhagen;1030;904,2;903;246,4;0;227,4;175,8;104,7;40,2;48;27,9;8,8;23,8;anteilig geschätzt;SG Sachsenhagen;
03257005;Bad Eilsen;2030;1435,4;1425,5;411,7;0;315,4;311;108,1;55,5;92,2;69,3;8,7;53,6;anteilig geschätzt;SG Eilsen;
03257006;Bad Nenndorf, Stadt;9120;7488,1;7450,4;2235;0;1894,1;1145,2;870,2;355;448;256,3;38;208,6;anteilig geschätzt;SG Nenndorf;
03257007;Beckedorf;1149;978,9;972,8;258,2;0;210,4;236,4;111,5;35,9;57,8;27,8;5;29,8;anteilig geschätzt;SG Lindhorst;
03257008;Buchholz;587;492;487,5;132,5;0;94,8;108,2;43,2;19;43,7;27,4;2,9;15,8;anteilig geschätzt;SG Eilsen;
03257009;Bückeburg, Stadt;15354;12865;12814;3476;0;3083;2388;1514;560;815;450;166;362;eigene Auszählung;;
03257010;Hagenburg, Flecken;3681;3180,3;3170,2;964,3;0;772,1;528,4;352,3;118,5;194,3;114,8;28,9;96,6;anteilig geschätzt;SG Sachsenhagen;
03257011;Haste;2222;1933,4;1923,4;569,3;0;515;281,8;223,8;88,7;109,4;56;11,2;68,2;anteilig geschätzt;SG Nenndorf;
03257012;Heeßen;1114;929,2;922,2;273;0;189,6;191;79,3;41,5;59,2;46,3;10;32,3;anteilig geschätzt;SG Eilsen;
03257013;Helpsen;1530;1309,6;1301,7;338,7;0;352,5;253,5;159,3;38,8;71,2;39,6;10,2;37,9;anteilig geschätzt;SG Nienstädt;
03257014;Hespe;1605;1392,2;1385,2;378,7;0;354,4;285,1;147;49,4;77,6;44,2;11,1;37,7;anteilig geschätzt;SG Nienstädt;
03257015;Heuerßen;733;643;636,4;172,6;0;160,2;122,7;81,2;13,3;44;20,4;3,8;18,2;anteilig geschätzt;SG Lindhorst;
03257016;Hohnhorst;1810;1605,1;1598,3;473,5;0;410,5;227,1;193,4;80,3;101,3;44,5;16,7;51;anteilig geschätzt;SG Nenndorf;
03257017;Hülsede;852;751,9;750,1;239,6;0;208,9;122,3;66,3;21,2;41,3;24,7;5,3;20,5;anteilig geschätzt;SG Rodenberg;
03257018;Lauenau, Flecken;3331;2876,8;2863,4;871,5;0;693,5;478,2;329,4;124,4;182,8;87,1;28,2;68,3;anteilig geschätzt;SG Rodenberg;
03257019;Lauenhagen;1028;922;919,7;284,7;0;245,2;149;84,5;34,7;49,7;39,3;6,2;26,4;anteilig geschätzt;SG Niedernwöhren;
03257020;Lindhorst;3179;2594;2580,5;637,3;0;693,6;542,3;248,3;78,2;174;98,8;28,1;79,9;anteilig geschätzt;SG Lindhorst;
03257021;Lüdersfeld;825;727;725,3;228,9;0;165,9;129,6;77;18,7;47,2;27;13,1;17,9;anteilig geschätzt;SG Lindhorst;
03257022;Luhden;893;786,9;779;240,3;0;162;183,6;57,2;32,3;44,4;32,2;6,8;20,2;anteilig geschätzt;SG Eilsen;
03257023;Meerbeck;1530;1322;1317,6;371,7;0;357,9;254,5;128,8;40,6;80,6;31,9;10,7;40,9;anteilig geschätzt;SG Niedernwöhren;
03257024;Messenkamp;578;510,7;507;146,1;0;122,7;92,9;60,7;13,8;27,7;20,6;5;17,5;anteilig geschätzt;SG Rodenberg;
03257025;Niedernwöhren;1591;1421,9;1416,4;426,3;0;416,4;202,2;151;49,8;85,2;35;10;40,5;anteilig geschätzt;SG Niedernwöhren;
03257026;Nienstädt;3501;3011;2995;820,8;0;760,6;569,3;371,7;113,3;161,6;83;28,7;86;anteilig geschätzt;SG Nienstädt;
03257027;Nordsehl;548;470,8;469,6;144,8;0;114,5;97,2;45;15;22,2;14,8;4,7;11,4;anteilig geschätzt;SG Niedernwöhren;
03257028;Obernkirchen, Stadt;6968;5605;5586;1352;0;1466;1253;549;173;363;203;49;178;eigene Auszählung;;
03257029;Pohle;675;573,7;573;200,8;0;124,2;101,2;62,2;18,6;19,5;28,2;6,1;12,2;anteilig geschätzt;SG Rodenberg;
03257030;Pollhagen;879;768,6;761,3;232,2;0;209,8;142,3;63,7;30,3;45,9;15,9;7,9;13,3;anteilig geschätzt;SG Niedernwöhren;
03257031;Rinteln, Stadt;19476;15659;15564;4103;0;3390;3953;1291;597;983;676;109;462;eigene Auszählung;;
03257032;Rodenberg, Stadt;4934;4225,1;4206,6;1218,4;0;971,1;851,9;459,6;172,1;238,3;140;25,5;129,7;anteilig geschätzt;SG Rodenberg;
03257033;Sachsenhagen, Stadt;1561;1356,7;1352,3;374;0;336,8;270,9;119,3;47,7;90,3;54,2;19,4;39,7;anteilig geschätzt;SG Sachsenhagen;
03257034;Seggebruch;1340;1166,2;1161,2;311,7;0;314,4;223,1;128;47,4;66,6;29,2;11,1;29,7;anteilig geschätzt;SG Nienstädt;
03257035;Stadthagen, Stadt;15670;12221;12136;3033;0;3269;2093;1369;439;1108;456;59;310;eigene Auszählung;;
03257036;Suthfeld;1156;1007,4;1000,9;290,2;0;252,4;136,8;125,6;59,1;65,4;25,1;12,1;34,2;anteilig geschätzt;SG Nenndorf;
03257037;Wiedensahl, Flecken;779;688,7;684,4;191,2;0;175,2;142,8;70;15,5;42,3;18,2;8,5;20,7;anteilig geschätzt;SG Niedernwöhren;
03257038;Wölpinghausen;1291;1068,8;1068,5;331,2;0;260,7;187,8;126,7;28,6;49,4;37,1;9,9;37,1;anteilig geschätzt;SG Sachsenhagen;
03351001;Adelheidsdorf;2139;1887;1883;576;0;361;390;210;91;100;66;20;69;eigene Auszählung;;
03351002;Ahnsbeck;1332;1112,4;1108,4;377;0;232,5;231,2;96,9;54,1;55,7;30,9;3,3;26,8;anteilig geschätzt;SG Lachendorf ohne Gemeinde Lachendorf;
03351003;Beedenbostel;810;678,5;676,8;199,1;0;140,8;138,5;74;35,9;41,4;16,4;9;21,7;anteilig geschätzt;SG Lachendorf ohne Gemeinde Lachendorf;
03351004;Bergen, Stadt;10139;8175;8121;2762;0;1496;1791;578;394;522;254;83;241;eigene Auszählung;;
03351005;Bröckel;1612;1418;1414;499;0;250;294;129;54;78;35;23;52;eigene Auszählung;;
03351006;Celle, Stadt;52012;41218;40962;11467;0;8711;7689;4637;1813;3482;1690;279;1194;eigene Auszählung;;
03351007;Eicklingen;2631;2364;2358;861;0;379;407;270;99;165;65;21;91;eigene Auszählung;;
03351008;Eldingen;1622;1407,8;1402,5;422,1;0;269,3;276,4;160,3;60,8;89;59;8,1;57,5;anteilig geschätzt;SG Lachendorf ohne Gemeinde Lachendorf;
03351010;Faßberg;4836;4105;4083;1437;0;811;809;357;170;202;113;55;129;eigene Auszählung;;
03351012;Hambühren;8223;6775;6739;1912;0;1320;1698;530;321;413;288;42;215;eigene Auszählung;;
03351015;Hohne;1343;1190,4;1186,3;405,9;0;235,3;248,8;100,8;57,2;63;31,7;11,6;32;anteilig geschätzt;SG Lachendorf ohne Gemeinde Lachendorf;
03351016;Lachendorf;4988;4263;4244;1193;0;916;921;450;190;270;140;43;121;eigene Auszählung;;
03351017;Langlingen;1808;1536;1521;497;0;258;385;115;70;94;43;18;41;eigene Auszählung;;
03351018;Nienhagen;5254;4514;4492;1406;0;997;827;488;210;253;151;40;120;eigene Auszählung;;
03351021;Wathlingen;4802;3983;3965;1056;0;809;955;350;177;296;147;50;125;eigene Auszählung;;
03351022;Wienhausen, Klostergemeinde;3318;2902;2891;1011;0;564;513;326;149;153;96;18;61;eigene Auszählung;;
03351023;Wietze;6133;4882;4847;1351;0;1030;1184;377;216;311;172;42;164;eigene Auszählung;;
03351024;Winsen (Aller);10790;9133;9105;2724;0;1767;2267;785;389;510;273;95;295;eigene Auszählung;;
03351025;Eschede;4598;3709;3695;1221;0;697;804;319;159;207;132;39;117;eigene Auszählung;;
03351026;Südheide;9193;7614;7567;2407;0;1461;1438;978;355;424;192;88;224;eigene Auszählung;;
03351501;Lohheide, gemfr. Bezirk;616;528;526;157;0;73;181;36;28;18;14;4;15;eigene Auszählung;;
03352002;Armstorf;535;491,6;490,3;234,9;0;47,1;112,7;24,5;24,5;19,9;9,7;5,4;11,6;anteilig geschätzt;SG Börde Lamstedt;
03352004;Belum;626;522,6;521,3;146,3;0;130,2;121,2;45,2;13,1;34,3;20,9;5,7;4,4;anteilig geschätzt;SG Land Hadeln;
03352008;Bülkau;699;609,7;609,4;249,1;0;125,1;92,4;44,4;27,7;26,4;20,6;9,9;13,8;anteilig geschätzt;SG Land Hadeln;
03352011;Cuxhaven, Stadt;36708;29042;28866;8071;0;7894;4908;2696;1093;2017;1114;238;835;eigene Auszählung;;
03352020;Hechthausen;2909;2466,4;2455,4;698,2;0;589,5;592;183,8;106,8;118,6;77,5;16,6;72,4;anteilig geschätzt;SG Hemmoor;
03352022;Hemmoor, Stadt;6868;5414,1;5391,6;1453,9;0;1310,2;1302,9;384,1;213,5;324;188,3;44;170,7;anteilig geschätzt;SG Hemmoor;
03352024;Hollnseth;698;609,5;607,2;259,1;0;96,7;117,2;34,6;35,6;27;21,8;3,4;11,8;anteilig geschätzt;SG Börde Lamstedt;
03352025;Ihlienworth;1195;954,2;950,6;278;0;223,8;207,8;83,9;40;48,8;33,6;6,7;28;anteilig geschätzt;SG Land Hadeln;
03352029;Lamstedt;2682;2262,4;2254,5;861,5;0;461,7;471,1;143,1;97,2;108,7;46,6;11,5;53,1;anteilig geschätzt;SG Börde Lamstedt;
03352032;Loxstedt;12672;10633;10564;2874;0;2762;2064;1005;359;653;400;66;381;eigene Auszählung;;
03352036;Mittelstenahe;488;456,3;454;223,1;0;68,7;84,9;30,4;11,8;15,1;6,4;5,3;8,3;anteilig geschätzt;SG Börde Lamstedt;
03352038;Neuenkirchen;1078;924,5;920,1;249,3;0;264,2;168;81;39,3;56;33,5;3,3;25,5;anteilig geschätzt;SG Land Hadeln;
03352039;Neuhaus (Oste), Flecken;887;728,5;724,1;187;0;193;151,9;59,9;24,3;59;21,5;4,3;23,2;anteilig geschätzt;SG Land Hadeln;
03352041;Nordleda;806;653,1;649,8;199;0;138,5;143,8;52,8;25,2;37,1;25,1;4;24,3;anteilig geschätzt;SG Land Hadeln;
03352042;Oberndorf;1104;871,7;866,2;236,4;0;231,7;187,5;69,5;21,6;54,2;34,1;2,6;28,6;anteilig geschätzt;SG Land Hadeln;
03352043;Odisheim;397;339,7;339,5;153,4;0;48,4;80,3;13,3;9,3;14;6,9;1,6;12,3;anteilig geschätzt;SG Land Hadeln;
03352044;Osten;1408;1144,5;1140;355,9;0;272,3;232,1;90,1;41,8;60,4;42,3;9,4;35,7;anteilig geschätzt;SG Hemmoor;
03352045;Osterbruch;400;362,7;362,4;114,7;0;83,6;63;40;16,1;25,2;8,8;2,7;8,3;anteilig geschätzt;SG Land Hadeln;
03352046;Otterndorf, Stadt;6031;5144,8;5118,2;1484,2;0;1402,9;772;580,3;191,8;320,1;191,2;33,6;142,1;anteilig geschätzt;SG Land Hadeln;
03352050;Schiffdorf;11839;9919;9871;2881;0;2256;2020;937;383;553;449;87;305;eigene Auszählung;;
03352051;Steinau;664;569,3;566;243,8;0;116,5;83,4;47,4;22;26,8;13;2;11,1;anteilig geschätzt;SG Land Hadeln;
03352052;Stinstedt;445;407,2;407;197,5;0;73,9;63,1;15,4;19,8;16,2;11,4;4,3;5,4;anteilig geschätzt;SG Börde Lamstedt;
03352055;Wanna;1793;1511,1;1502,2;480,6;0;303,7;372,2;101,3;39,3;95,1;46,9;15,7;47,4;anteilig geschätzt;SG Land Hadeln;
03352056;Wingst;2778;2371,3;2368;776;0;568,7;429;216,1;108,8;130,5;65,7;21;52,2;anteilig geschätzt;SG Land Hadeln;
03352059;Beverstedt;10806;9177;9136;2548;0;2130;1880;898;357;586;348;71;318;eigene Auszählung;;
03352060;Hagen im Bremischen;9013;7844;7806;2301;0;1675;1587;900;289;485;250;83;236;eigene Auszählung;;
03352061;Wurster Nordseeküste;13844;11599;11540;3156;0;2872;2328;1015;404;742;442;116;465;eigene Auszählung;;
03352062;Geestland, Stadt;24787;20844;20741;6594;0;4643;4159;1785;747;1154;883;140;636;eigene Auszählung;;
03352063;Cadenberge;3331;2639,7;2624;744,2;0;697,7;491,7;233,8;94,5;171,5;91,4;22,1;77,1;anteilig geschätzt;SG Land Hadeln;
03353001;Appel;1613;1423,6;1419,1;451,8;0;230,4;273,7;175,9;85,7;80,6;57,4;19,4;44,2;anteilig geschätzt;SG Hollenstedt;
03353002;Asendorf;1633;1502,6;1495;440,4;0;290,3;261,1;221,6;81;84;36,4;16,1;64,1;anteilig geschätzt;SG Hanstedt;
03353003;Bendestorf;1876;1681,8;1674,8;636,4;0;259,9;230,7;233,8;144;82,1;38,4;8,1;41,4;anteilig geschätzt;SG Jesteburg;
03353004;Brackel;1456;1294,5;1287,9;460;0;232;215,2;157,2;57,1;69,1;39;20,9;37,4;anteilig geschätzt;SG Hanstedt;
03353005;Buchholz in der Nordheide, Stadt;32453;28078;27974;8125;0;5956;3787;4563;1466;2144;896;174;863;eigene Auszählung;;
03353006;Dohren;953;846,5;844,9;274,3;0;168,1;157,9;95,7;43;41,9;28;12,1;23,9;anteilig geschätzt;SG Tostedt;
03353007;Drage;3593;3176;3161,2;878,3;0;655,4;634,3;371;149,6;221,9;108,4;44;98,3;anteilig geschätzt;SG Elbmarsch;
03353008;Drestedt;646;574,9;570,7;161,7;0;80;133,2;71,4;31,1;40,4;26,2;6;20,7;anteilig geschätzt;SG Hollenstedt;
03353009;Egestorf;2130;1859,2;1853,4;641,2;0;354,1;277,7;228,5;91,6;123,6;55,9;24,5;56,3;anteilig geschätzt;SG Hanstedt;
03353010;Eyendorf;899;794,3;791,6;261,8;0;145,5;118,7;82,6;47,6;51,6;33,4;23,4;27;anteilig geschätzt;SG Salzhausen;
03353011;Garlstorf;840;712,6;709;190;0;122,8;143;83,2;33,5;53,3;30,8;33,6;18,8;anteilig geschätzt;SG Salzhausen;
03353012;Garstedt;1168;971,2;969,1;333,6;0;199,8;140,5;121,5;56,4;44,9;25,2;13,9;33,3;anteilig geschätzt;SG Salzhausen;
03353013;Gödenstorf;739;653,3;647,7;226,3;0;124,7;99,4;65,7;28,7;37,5;21;22,6;21,8;anteilig geschätzt;SG Salzhausen;
03353014;Halvesbostel;625;563,1;561;204,5;0;95,3;101,8;52,6;34,5;31,8;18,3;8,6;13,6;anteilig geschätzt;SG Hollenstedt;
03353015;Handeloh;1991;1801,2;1794,5;477,1;0;386,9;293,4;297,4;77,1;137,7;48,3;16,3;60,3;anteilig geschätzt;SG Tostedt;
03353016;Hanstedt;4876;4253,7;4236,7;1393;0;800,6;701,2;546,9;225,3;263,3;115,6;35,6;155,2;anteilig geschätzt;SG Hanstedt;
03353017;Harmstorf;669;600,1;597,1;222,5;0;105,1;88,2;73,2;50,7;27,3;14,9;5,4;9,8;anteilig geschätzt;SG Jesteburg;
03353018;Heidenau;1816;1576,8;1568,6;514,9;0;299,6;324,4;143,4;66,6;113,5;46,7;18,7;40,8;anteilig geschätzt;SG Tostedt;
03353019;Hollenstedt;2825;2418,4;2409,4;752;0;457,7;474,6;270,6;119,6;154,4;73,3;27,6;79,6;anteilig geschätzt;SG Hollenstedt;
03353020;Jesteburg;6038;5271,2;5251,2;1800;0;997;693,1;776,1;344,3;314,6;158,7;22,4;145;anteilig geschätzt;SG Jesteburg;
03353021;Kakenstorf;1189;1047,8;1033,8;282;0;176,1;191,6;140,8;45,1;110,2;45,6;8;34,4;anteilig geschätzt;SG Tostedt;
03353022;Königsmoor;473;409;406,7;126,5;0;71,3;105,3;32;19,3;21,6;12,8;3;14,9;anteilig geschätzt;SG Tostedt;
03353023;Marschacht;3115;2733,8;2718,5;749,2;0;615,2;575,1;278,5;99,6;182,3;108,8;37,4;72,4;anteilig geschätzt;SG Elbmarsch;
03353024;Marxen;1117;1002,9;996,7;318,2;0;184,3;150,7;153,8;59,3;67,3;22,8;8,9;31,4;anteilig geschätzt;SG Hanstedt;
